timestamp,elapsed_hours,filepath,rms,kurtosis,crest_factor,bpfo_energy,bpfi_energy,bsf_energy,is_synthetic_snapshot,anomaly_score_raw,anomaly_score,is_anomaly,hi_raw,hi_smoothed,hi_norm,health_score,temperature_c,current_a,n_abnormal_features,baseline_alarm,alarm_level,alarm_reason,is_alarm,rul_trigger_alarm,rul_hours_raw,rul_hours,hi_fitted,rul_status
2004-03-04 09:27:46,0.0,C:\Users\syaki\OneDrive\Desktop\Astra_Otoparts_Predictive_Maintenance_Induction_Motor\data\3rd_test\2004.03.04.09.27.46,0.0663900076376599,3.5926902294158936,5.437565294475629,1246.9108072883953,647.5486323317137,969.4257725804312,False,0.6422264710337805,0.6422264710337805,True,0.09266483512280081,0.09266483512280081,0.09266483512280081,99.94416651007327,38.474079504568685,3.8943987770840236,2,True,NORMAL,Periode kalibrasi awal (burn-in),False,False,,,,monitoring_not_stable
2004-03-04 09:32:46,0.0833333333333333,C:\Users\syaki\OneDrive\Desktop\Astra_Otoparts_Predictive_Maintenance_Induction_Motor\data\3rd_test\2004.03.04.09.32.46,0.0662854485814044,3.360459327697754,4.450448676147859,633.5701094371566,485.4627285242051,578.6892071522385,False,0.461948947717819,0.6061709663705882,True,0.02506732404963394,0.07914533290816744,0.07914533290816744,99.95231243716324,37.540892897601815,4.146020515923627,0,False,NORMAL,Periode kalibrasi awal (burn-in),False,False,,,,monitoring_not_stable
2004-03-04 09:42:46,0.25,C:\Users\syaki\OneDrive\Desktop\Astra_Otoparts_Predictive_Maintenance_Induction_Motor\data\3rd_test\2004.03.04.09.42.46,0.0691860309805946,3.2143828868865967,4.133782633544307,1083.61487138195,481.23671549360535,449.525962054038,False,0.5525793838742407,0.5954526498713187,False,1.9002960978132755,0.44337548588918907,0.4433754858891892,99.7328522659934,38.4075077948287,4.025047074768321,1,True,NORMAL,Periode kalibrasi awal (burn-in),False,False,,,,monitoring_not_stable
2004-03-04 09:52:46,0.4166666666666667,C:\Users\syaki\OneDrive\Desktop\Astra_Otoparts_Predictive_Maintenance_Induction_Motor\data\3rd_test\2004.03.04.09.52.46,0.0686365900898152,3.299723625183105,5.0847515364246805,675.5953223488797,747.8217478215718,753.509046700382,False,0.49986075530939256,0.5763342709589335,False,1.5450821352106203,0.6637168157534754,0.6637168157534755,99.60008965539664,39.120741788257476,4.282545996588838,0,False,NORMAL,Periode kalibrasi awal (burn-in),False,False,,,,monitoring_not_stable
2004-03-04 10:02:46,0.5833333333333334,C:\Users\syaki\OneDrive\Desktop\Astra_Otoparts_Predictive_Maintenance_Induction_Motor\data\3rd_test\2004.03.04.10.02.46,0.0674690934344608,3.396475553512573,5.750781457008801,486.06798231425046,315.9171575379033,390.5998688869087,False,0.5104485831182242,0.5631571333907917,False,0.7902946408079083,0.6890323807643621,0.6890323807643622,99.58483622790011,38.77489048753112,4.049692250890487,0,False,NORMAL,Periode kalibrasi awal (burn-in),False,False,,,,monitoring_not_stable
2004-03-04 10:12:46,0.75,C:\Users\syaki\OneDrive\Desktop\Astra_Otoparts_Predictive_Maintenance_Induction_Motor\data\3rd_test\2004.03.04.10.12.46,0.069830420279137,3.424538373947144,5.484715470408936,484.3811484962599,457.9349169538041,749.7058720352143,False,0.535141816231676,0.5575540699589686,False,2.3168942797747416,1.0146047605664381,1.0146047605664383,99.38866858605398,38.472178243756595,4.202736512677181,0,False,NORMAL,Periode kalibrasi awal (burn-in),False,False,,,,monitoring_not_stable
2004-03-04 10:22:46,0.9166666666666666,C:\Users\syaki\OneDrive\Desktop\Astra_Otoparts_Predictive_Maintenance_Induction_Motor\data\3rd_test\2004.03.04.10.22.46,0.0694991319854837,3.66725754737854,8.705144967851576,385.5342332263986,701.9186853227785,577.218664825788,False,0.651030080437464,0.5762492720546677,False,2.102716140638561,1.2322270365808627,1.232227036580863,99.25754429128153,38.38059266602557,4.233962505092656,2,True,NORMAL,Periode kalibrasi awal (burn-in),False,False,,,,monitoring_not_stable
2004-03-04 10:32:46,1.0833333333333333,C:\Users\syaki\OneDrive\Desktop\Astra_Otoparts_Predictive_Maintenance_Induction_Motor\data\3rd_test\2004.03.04.10.32.46,0.0670304491207871,3.431554317474365,5.355774906572486,924.5038222754116,470.9444410570746,1681.1901747338495,False,0.632182380566247,0.5874358937569836,False,0.5067107513523388,1.087123779535158,1.0871237795351583,99.34497358665405,38.972069425413615,4.316151625955246,1,True,NORMAL,Periode kalibrasi awal (burn-in),False,False,,,,monitoring_not_stable
2004-03-04 10:42:46,1.25,C:\Users\syaki\OneDrive\Desktop\Astra_Otoparts_Predictive_Maintenance_Induction_Motor\data\3rd_test\2004.03.04.10.42.46,0.0700649499765069,3.339348793029785,5.052454933093719,387.6367171612184,843.8320473042579,1347.4763761364077,False,0.583748302534945,0.5866983755125759,False,2.4685179112678224,1.3634026058816908,1.363402605881691,99.17850686767328,38.62246828917658,4.277321123685579,1,True,NORMAL,Periode kalibrasi awal (burn-in),False,False,,,,monitoring_not_stable
2004-03-04 10:52:46,1.4166666666666667,C:\Users\syaki\OneDrive\Desktop\Astra_Otoparts_Predictive_Maintenance_Induction_Motor\data\3rd_test\2004.03.04.10.52.46,0.0693657028241879,3.331617832183838,5.766538644815458,497.941376773126,696.9810827455835,831.1237005451828,False,0.5072038531863379,0.5707994710473283,False,2.016454084235374,1.4940129015524275,1.4940129015524277,99.09981003928098,39.1142428926715,4.506396034832826,0,False,NORMAL,Periode kalibrasi awal (burn-in),False,False,,,,monitoring_not_stable
